K-124202+fig_20060+D-100896,0.23809523809523808
R-103580+fig_34636,0.2857142857142857
fig_822+R-101687,0.2857142857142857
fig_19716+K-107509+D-116018,0.2857142857142857
R-100656+fig_14137,0.2857142857142857
K-122424+fig_9431+D-118217,0.2857142857142857
fig_27196+R-105082,0.2857142857142857
R-101364+fig_25545,0.2857142857142857
D-110275+K-123080+fig_7273,0.2857142857142857
R-109626+fig_14994,0.2857142857142857
R-101017+fig_1935+D-101007,0.3333333333333333
K-106375+D-107304+fig_6716,0.3333333333333333
K-119521+fig_9126+D-102238,0.3333333333333333
A-100156+K-100458+fig_6776,0.3333333333333333
D-120373+fig_17465+K-115747,0.3333333333333333
fig_22495+A-101031+K-107606+D-100851,0.3333333333333333
D-119887+fig_34708+K-122107,0.3333333333333333
A-101154+K-105249+fig_6825,0.3333333333333333
K-100968+fig_18079+A-101161,0.3333333333333333
K-113054+fig_8127+D-100807,0.3333333333333333
fig_26324+D-121394+K-120547,0.3333333333333333
K-122354+D-104347+fig_6474,0.3333333333333333
K-120782+fig_17878+D-101347,0.3333333333333333
A-101134+K-119228+fig_19942,0.3333333333333333
K-109423+fig_3832+A-100104,0.3333333333333333
K-125613+fig_26651+D-103045+R-109071,0.35714285714285715
fig_33678+D-112806+K-106863,0.375
D-118970+K-105462+fig_9986,0.375
fig_11430+K-104705+D-120543,0.375
D-110698+K-101552+fig_5085,0.375
D-113291+fig_34031+K-118722,0.375
K-106044+fig_20044+D-113630,0.375
D-118662+fig_10986,0.375
D-113371+fig_19884,0.375
K-115684+fig_5806+D-100364,0.375
K-103169+D-105027+fig_24787,0.375
K-103173+D-105049+fig_27994,0.375
fig_7713+D-110166+K-104731,0.375
D-122346+K-113041+fig_19333,0.375
K-101919+D-109581+fig_31467,0.375
K-102858+fig_15469+D-100714,0.375
D-113384+K-104066+fig_19953,0.375
K-104308+D-116736+fig_23007,0.375
K-106033+fig_13046+D-114867,0.375
K-110852+fig_36764+D-100726,0.375
